2014-Feb-17_21-46-32,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left Out Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,Low Transducer(PSI),High Transducer(PSI),Left Talon,Right Talon,Packet Count,Uptime(s),Downtime(s),% CPU,Match Time,,
2014-Feb-17_21-47-20,21-47-20.8,10.153,66.906,1,0.001,-0.02,-0.008,0,-0.501,-4.809,32.508,-2.665,9.527,20.941,0,-0.499,-4.844,31.063,5.286,9.703,23.621,0,0.499,4.473,33.688,-5.385,9.211,19.027,0,0.501,4.84,31.719,3.875,9.527,19.602,0,-0.108,-1.117,0,10.336,22.281,1,1,0,0,0,2,1,1911.142,-246.777,2.049,109.517,23.949,0,0,10207,0.0387,0.05,0.7743,38.329,???H,
2014-Feb-17_21-47-20,21-47-20.9,10.188,66.539,1,0.001,-0.018,-0.008,0,-0.501,-4.809,30.273,-2.658,9.527,20.176,0,-0.499,-4.863,30.273,5.293,9.738,23.621,0,0.499,4.473,32.113,-5.4,9.07,18.836,0,0.501,4.75,33.688,3.86,9.527,19.602,0,-0.108,-1.121,0,10.371,21.324,1,1,0,0,0,2,1,1908.467,-249.772,2.034,109.86,24.063,0,0,10208,0.0385,0.0493,0.7819,38.417,????,
2014-Feb-17_21-47-20,21-47-20.9,10.188,66.539,1,0.001,-0.018,-0.008,0,-0.501,-4.809,30.273,-2.658,9.527,20.176,0,-0.499,-4.863,30.273,5.293,9.738,23.621,0,0.499,4.473,32.113,-5.4,9.07,18.836,0,0.501,4.75,33.688,3.86,9.527,19.602,0,-0.108,-1.121,0,10.371,21.324,1,1,0,0,0,2,1,1908.467,-249.772,2.034,109.86,24.063,0,0,10208,0.0385,0.0493,0.7819,38.417,t??],
2014-Feb-17_21-47-21,21-47-21.0,10.093,69.109,1,0.001,-0.013,-0.008,0,-0.501,-4.773,31.324,-2.651,9.598,21.133,0,-0.499,-4.879,35,5.3,9.773,23.621,0,0.499,4.563,30.801,-5.416,9.07,19.41,0,0.501,4.84,33.164,3.846,9.668,19.602,0,-0.108,-1.117,0,10.336,22.09,1,1,0,0,0,2,1,1911.142,-251.754,2.044,109.403,24.177,0,0,10209,0.0403,0.0495,0.8144,38.506,}P??,
2014-Feb-17_21-47-21,21-47-21.1,10.119,66.539,1,0.001,-0.009,-0.008,0,-0.501,-4.824,28.566,-2.643,9.633,21.324,0,-0.499,-4.863,34.215,5.309,9.738,23.813,0,0.499,4.527,33.031,-5.431,9.105,19.219,0,0.501,4.84,31.719,3.833,9.738,19.41,0,-0.108,-1.125,0,10.371,22.09,1,1,0,0,0,2,1,1908.467,-254.148,2.044,109.746,24.177,0,0,10210,0.0383,0.0497,0.7703,38.594,?r?,
2014-Feb-17_21-47-21,21-47-21.1,10.119,66.539,1,0.001,-0.009,-0.008,0,-0.501,-4.824,28.566,-2.643,9.633,21.324,0,-0.499,-4.863,34.215,5.309,9.738,23.813,0,0.499,4.527,33.031,-5.431,9.105,19.219,0,0.501,4.84,31.719,3.833,9.738,19.41,0,-0.108,-1.125,0,10.371,22.09,1,1,0,0,0,2,1,1908.467,-254.148,2.044,109.746,24.177,0,0,10210,0.0383,0.0497,0.7703,38.594,??U?,
2014-Feb-17_21-47-21,21-47-21.2,10.136,66.539,1,0.015,-0.009,-0.008,0,-0.515,-5.004,27.387,-2.627,9.738,20.559,0,-0.485,-4.773,34.082,5.317,9.879,23.813,0,0.485,4.531,29.75,-5.447,9.316,19.027,0,0.515,5.125,33.426,3.815,9.879,19.602,0,-0.108,-1.145,0,10.547,22.664,1,1,0,0,0,2,1,1908.467,-256.364,2.044,109.631,24.177,0,0,10211,0.0365,0.0497,0.7336,38.681,b?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Feb-17_21-47-21,21-47-21.3,10.274,61.032,1,0.014,-0.009,-0.008,0,-0.514,-5.063,25.023,-2.604,9.844,20.367,0,-0.486,-4.801,32.113,5.326,9.949,24.195,0,0.486,4.508,29.75,-5.463,9.316,19.41,0,0.514,5.023,30.93,3.794,9.809,19.602,0,-0.108,-1.141,0,10.441,21.898,1,1,0,0,0,2,1,1911.142,-258.397,2.044,109.746,23.949,0,0,10212,0.0396,0.0495,0.8009,38.77,s?&,
2014-Feb-17_21-47-21,21-47-21.3,10.274,61.032,1,0.014,-0.009,-0.008,0,-0.514,-5.063,25.023,-2.604,9.844,20.367,0,-0.486,-4.801,32.113,5.326,9.949,24.195,0,0.486,4.508,29.75,-5.463,9.316,19.41,0,0.514,5.023,30.93,3.794,9.809,19.602,0,-0.108,-1.141,0,10.441,21.898,1,1,0,0,0,2,1,1911.142,-258.397,2.044,109.746,23.949,0,0,10212,0.0396,0.0495,0.8009,38.77,??8?,
2014-Feb-17_21-47-21,21-47-21.4,10.257,61.766,1,0.012,-0.009,-0.008,0,-0.512,-5.008,25.941,-2.573,9.738,20.559,0,-0.488,-4.82,30.012,5.334,9.914,23.621,0,0.488,4.527,29.879,-5.481,9.352,19.41,0,0.512,4.949,32.508,3.776,9.738,20.176,0,-0.108,-1.129,0,10.441,22.09,1,1,0,0,0,2,1,1919.164,-261.507,2.059,109.403,24.063,0,0,10213,0.0402,0.0494,0.8146,38.859,????,
2014-Feb-17_21-47-21,21-47-21.4,11.423,15.873,0.142,0.012,-0.009,-0.008,0,-0.154,-2.301,10.711,-2.543,11.672,20.559,0,-0.13,-1.523,13.469,5.342,11.707,23.813,0,0.13,1.516,6.246,-5.497,11.988,19.984,0,0.084,1.012,11.762,3.764,12.059,19.793,0,-0.108,-1.328,0,12.27,21.707,1,1,0,0,0,2,1,1913.816,-264.288,2.054,109.517,24.177,0,0,10214,0.0389,0.0498,0.7796,38.948,"\?""1",
2014-Feb-17_21-47-21,21-47-21.5,11.423,15.873,0.142,0.012,-0.009,-0.008,0,-0.154,-2.301,10.711,-2.543,11.672,20.559,0,-0.13,-1.523,13.469,5.342,11.707,23.813,0,0.13,1.516,6.246,-5.497,11.988,19.984,0,0.084,1.012,11.762,3.764,12.059,19.793,0,-0.108,-1.328,0,12.27,21.707,1,1,0,0,0,2,1,1913.816,-264.288,2.054,109.517,24.177,0,0,10214,0.0389,0.0498,0.7796,38.948,???,
2014-Feb-17_21-47-21,21-47-21.6,12.157,2.288,0.006,0.012,-0.004,-0.008,0,0,0,0,-2.541,12.094,20.941,0,0,0,0,5.345,12.059,23.047,0,0,0,0,-5.505,12.094,20.367,0,0,0,0,3.766,12.234,20.367,0,-0.108,-1.336,0,12.375,21.707,1,1,0,0,0,2,1,1913.816,-266.535,2.039,109.631,24.177,0,0,10215,0.0382,0.0501,0.7633,39.036,I?3,
2014-Feb-17_21-47-21,21-47-21.6,12.191,2.656,0.01,0.046,0,-0.008,0,0,0,0,-2.544,12.129,20.559,0,0,0,0,5.349,12.094,23.813,0,0,0,0,-5.508,12.164,19.793,0,0.084,1.016,1.781,3.769,12.164,20.367,0,-0.108,-1.336,0,12.375,21.898,1,1,0,0,0,2,1,1905.793,-266.236,2.044,109.746,24.063,0,0,10216,0.0359,0.0498,0.7216,39.122,H;??,
2014-Feb-17_21-47-21,21-47-21.7,11.984,8.53,0.063,0.418,0.137,-0.008,0,-0.244,-2.84,16.094,-2.545,11.637,20.75,0,0,0,0,5.35,11.777,24.004,0,-0.146,-1.703,10.578,-5.508,11.672,19.602,0,0.146,1.715,9.66,3.77,11.777,19.984,0,-0.108,-1.301,0,11.988,21.516,1,1,0,0,0,2,1,1911.142,-266.036,2.039,109.517,24.406,0,0,10217,0.0404,0.0502,0.805,39.213,?/=f,
2014-Feb-17_21-47-21,21-47-21.8,11.475,21.013,0.166,1,0.639,-0.008,0,-0.494,-5.09,27.648,-2.539,10.758,21.133,0,0,0,0,5.348,11.18,23.43,0,-0.23,-2.539,14.254,-5.503,11.074,20.176,0,0.246,2.691,14.781,3.768,10.934,20.367,0,-0.108,-1.234,0,11.426,21.516,1,1,0,0,0,2,1,1908.467,-265.516,2.054,109.631,24.063,0,0,10218,0.0372,0.0508,0.7314,39.301,?z?,
2014-Feb-17_21-47-21,21-47-21.8,11.475,21.013,0.166,1,0.639,-0.008,0,-0.494,-5.09,27.648,-2.539,10.758,21.133,0,0,0,0,5.348,11.18,23.43,0,-0.23,-2.539,14.254,-5.503,11.074,20.176,0,0.246,2.691,14.781,3.768,10.934,20.367,0,-0.108,-1.234,0,11.426,21.516,1,1,0,0,0,2,1,1908.467,-265.516,2.054,109.631,24.063,0,0,10218,0.0372,0.0508,0.7314,39.301,???6,
2014-Feb-17_21-47-21,21-47-21.9,10.931,36.433,0.244,1,0.688,-0.008,0,-0.718,-7.5,28.305,-2.493,10.477,21.133,0,-0.106,-1.152,6.246,5.345,10.793,23.813,0,-0.31,-3.227,21.082,-5.497,10.371,19.984,0,0.342,3.578,23.051,3.763,10.477,19.984,0,-0.108,-1.199,0,11.074,21.898,1,1,0,0,0,2,1,1911.142,-265.549,2.054,109.517,24.063,0,0,10219,0.0398,0.0496,0.8023,39.39,????,
2014-Feb-17_21-47-21,21-47-21.9,10.706,45.245,0.244,1,0.688,-0.008,0,-0.894,-9.309,22.66,-2.373,10.371,20.941,0,-0.119,-1.25,9.789,5.339,10.441,23.621,0,-0.441,-4.441,30.406,-5.489,10.09,19.602,0,0.37,3.797,26.203,3.755,10.125,19.793,0,-0.108,-1.148,0,10.688,21.516,1,1,0,0,0,2,1,1911.142,-265.091,2.044,109.517,24.063,0,0,10220,0.0394,0.0492,0.8004,39.479,???8,
2014-Feb-17_21-47-22,21-47-22.0,10.706,45.245,0.244,1,0.688,-0.008,0,-0.894,-9.309,22.66,-2.373,10.371,20.941,0,-0.119,-1.25,9.789,5.339,10.441,23.621,0,-0.441,-4.441,30.406,-5.489,10.09,19.602,0,0.37,3.797,26.203,3.755,10.125,19.793,0,-0.108,-1.148,0,10.688,21.516,1,1,0,0,0,2,1,1911.142,-265.091,2.044,109.517,24.063,0,0,10220,0.0394,0.0492,0.8004,39.479,>?q?,
2014-Feb-17_21-47-22,21-47-22.1,10.352,58.462,0.244,1,0.688,-0.008,0,-1,-10.02,19.113,-2.2,9.984,20.367,0,-0.103,-1.055,8.082,5.334,10.09,23.813,0,-0.585,-5.906,42.223,-5.476,9.563,19.984,0,0.39,3.863,26.598,3.747,10.02,19.219,0,-0.108,-1.141,0,10.547,21.707,1,1,0,0,0,2,1,1911.142,-263.159,2.059,109.631,24.177,0,0,10221,0.0385,0.0496,0.7755,39.567,?`,
2014-Feb-17_21-47-22,21-47-22.1,10.248,63.602,0.27,1,0.688,-0.008,0,-1,-9.914,14.52,-2.006,9.914,20.941,0,-0.108,-1.078,7.82,5.329,9.949,23.43,0,-0.74,-6.973,48.527,-5.453,9.457,19.793,0,0.431,4.184,28.832,3.736,9.527,19.984,0,-0.103,-1.063,0,10.23,21.898,1,1,0,0,0,2,1,1913.816,-257.69,2.044,109.631,23.949,0,0,10222,0.0392,0.0496,0.7909,39.655,???:,
2014-Feb-17_21-47-22,21-47-22.2,10.248,63.602,0.27,1,0.688,-0.008,0,-1,-9.914,14.52,-2.006,9.914,20.941,0,-0.108,-1.078,7.82,5.329,9.949,23.43,0,-0.74,-6.973,48.527,-5.453,9.457,19.793,0,0.431,4.184,28.832,3.736,9.527,19.984,0,-0.103,-1.063,0,10.23,21.898,1,1,0,0,0,2,1,1913.816,-257.69,2.044,109.631,23.949,0,0,10222,0.0392,0.0496,0.7909,39.655,?O?,
2014-Feb-17_21-47-22,21-47-22.3,10.024,83.428,0.307,1,0.688,-0.008,0,-1,-9.563,16.094,-1.811,9.668,21.133,0,-0.129,-1.262,8.348,5.324,9.809,24.195,0,-0.847,-7.895,55.879,-5.42,9.422,19.984,0,0.488,4.582,26.465,3.722,9.457,19.602,0,-0.108,-1.09,0,10.09,21.898,1,1,0,0,0,2,1,1908.467,-250.568,2.039,109.631,24.063,0,0,10223,0.0363,0.0497,0.7296,39.741,K?,
2014-Feb-17_21-47-22,21-47-22.3,9.635,96.278,0.307,1,0.491,-0.008,0,-1,-9.211,28.172,-1.652,9.141,20.75,0,0,0,0,5.317,9.598,23.813,0,-0.866,-7.762,45.375,-5.373,9.035,19.602,0,0.666,5.965,35.66,3.706,8.895,19.602,0,-0.108,-1.051,0,9.703,21.324,1,1,0,0,0,2,1,1916.49,-237.867,2.044,109.631,23.949,0,0,10224,0.0383,0.0497,0.7703,39.829,?(??,
2014-Feb-17_21-47-22,21-47-22.4,9.333,107.293,0.213,1,0.297,-0.008,0,-1,-8.965,33.688,-1.533,8.93,21.133,0,0.432,3.781,12.68,5.301,8.859,23.238,0,-0.798,-7.152,35.922,-5.313,8.789,19.793,0,0.828,7.043,45.242,3.677,8.508,19.219,0,-0.108,-1.023,0,9.422,22.09,1,1,0,0,0,2,1,1913.816,-225.38,2.049,109.174,24.063,0,0,10225,0.0401,0.0497,0.8067,39.919,5b?f,
2014-Feb-17_21-47-22,21-47-22.4,9.333,107.293,0.213,1,0.297,-0.008,0,-1,-8.965,33.688,-1.533,8.93,21.133,0,0.432,3.781,12.68,5.301,8.859,23.238,0,-0.798,-7.152,35.922,-5.313,8.789,19.793,0,0.828,7.043,45.242,3.677,8.508,19.219,0,-0.108,-1.023,0,9.422,22.09,1,1,0,0,0,2,1,1913.816,-225.38,2.049,109.174,24.063,0,0,10225,0.0401,0.0497,0.8067,39.919,??y3,
2014-Feb-17_21-47-22,21-47-22.5,9.169,120.143,0.107,1,0.094,-0.008,0,-1,-8.473,39.203,-1.434,8.578,20.941,0,0.617,5.078,25.809,5.27,8.016,22.855,0,-0.768,-6.699,29.617,-5.248,8.824,19.793,0,0.832,6.984,41.172,3.638,8.438,19.41,0,-0.108,-1.02,0,9.457,22.281,1,1,0,0,0,2,1,1911.142,-212.538,2.049,109.746,24.292,0,0,10226,0.0381,0.0499,0.7646,40.007,????,
2014-Feb-17_21-47-22,21-47-22.6,9.445,108.027,0.057,1,0.003,-0.008,0,-0.857,-7.684,31.719,-1.358,9.211,20.941,0,0.754,6.277,28.832,5.212,8.332,22.855,0,-0.754,-6.758,29.355,-5.173,8.965,19.793,0,0.846,7.371,40.254,3.583,8.824,19.793,0,-0.108,-1.043,0,9.668,21.516,1,1,0,0,0,2,1,1913.816,-205.36,2.054,109.631,24.063,0,0,10227,0.0391,0.0499,0.7841,40.096,,
???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Feb-17_21-47-22,21-47-22.6,9.445,108.027,0.057,1,0.003,-0.008,0,-0.857,-7.684,31.719,-1.358,9.211,20.941,0,0.754,6.277,28.832,5.212,8.332,22.855,0,-0.754,-6.758,29.355,-5.173,8.965,19.793,0,0.846,7.371,40.254,3.583,8.824,19.793,0,-0.108,-1.043,0,9.668,21.516,1,1,0,0,0,2,1,1913.816,-205.36,2.054,109.631,24.063,0,0,10227,0.0391,0.0499,0.7841,40.096,?1?r,
2014-Feb-17_21-47-22,21-47-22.7,9.601,101.785,0.008,1,0,-0.008,0,-0.808,-7.477,27.516,-1.28,9.352,20.559,0,0.792,6.594,30.668,5.138,8.402,23.238,0,-0.792,-7.266,28.043,-5.094,9.176,19.793,0,0.804,7.176,34.477,3.522,8.965,19.984,0,-0.108,-1.055,0,9.703,21.707,1,1,0,0,0,2,1,1911.142,-200.773,2.049,109.631,24.063,0,0,10228,0.0356,0.0498,0.7153,40.182,NA',
2014-Feb-17_21-47-22,21-47-22.8,9.73,97.747,0,1,0,-0.008,0,-0.8,-7.539,25.152,-1.198,9.352,20.559,0,0.8,6.664,30.539,5.063,8.648,23.238,0,-0.801,-7.406,28.043,-5.01,9.281,19.41,0,0.799,7.387,30.145,3.448,9.211,19.793,0,-0.108,-1.07,0,9.914,21.898,1,1,0,0,0,2,1,1908.467,-197.554,2.049,109.403,23.949,0,0,10229,0.0383,0.0494,0.7762,40.269,a>??,
2014-Feb-17_21-47-22,21-47-22.8,9.73,97.747,0,1,0,-0.008,0,-0.8,-7.539,25.152,-1.198,9.352,20.559,0,0.8,6.664,30.539,5.063,8.648,23.238,0,-0.801,-7.406,28.043,-5.01,9.281,19.41,0,0.799,7.387,30.145,3.448,9.211,19.793,0,-0.108,-1.07,0,9.914,21.898,1,1,0,0,0,2,1,1908.467,-197.554,2.049,109.403,23.949,0,0,10229,0.0383,0.0494,0.7762,40.269,??oM,
2014-Feb-17_21-47-22,21-47-22.9,9.842,91.872,-0.022,1,-0.043,-0.008,0,-0.778,-7.391,24.496,-1.108,9.422,20.559,0,0.886,7.441,31.586,4.976,8.402,22.855,0,-0.797,-7.57,28.832,-4.918,9.352,19.793,0,0.81,7.57,28.172,3.362,9.316,20.367,0,-0.108,-1.07,0,9.914,22.09,1,1,0,0,0,2,1,1911.142,-195.887,2.049,109.631,24.063,0,0,10230,0.0389,0.0497,0.7836,40.358,????,
2014-Feb-17_21-47-22,21-47-22.9,9.868,87.1,-0.014,1,-0.114,-0.008,0,-0.694,-6.617,17.668,-1.018,9.598,20.941,0,0.906,7.672,35.922,4.882,8.402,22.855,0,-0.723,-6.816,21.871,-4.821,9.457,19.41,0,0.879,8.313,31.457,3.269,9.492,20.176,0,-0.108,-1.09,0,10.16,21.898,1,1,0,0,0,2,1,1908.467,-195.568,2.044,109.517,23.949,0,0,10231,0.0393,0.0501,0.7837,40.447,?8E?,
2014-Feb-17_21-47-23,21-47-23.0,10.05,83.428,-0.012,1,-0.114,-0.008,0,-0.696,-6.758,16.617,-0.917,9.738,20.941,0,0.919,7.98,30.93,4.772,8.684,22.855,0,-0.705,-6.816,20.297,-4.722,9.563,19.219,0,0.895,8.496,29.355,3.159,9.527,19.984,0,-0.108,-1.09,0,10.09,21.707,1,1,0,0,0,2,1,1908.467,-197.036,2.044,109.517,24.063,0,0,10232,0.0395,0.0498,0.7934,40.537,,
??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Feb-17_21-47-23,21-47-23.1,10.05,83.428,-0.012,1,-0.114,-0.008,0,-0.696,-6.758,16.617,-0.917,9.738,20.941,0,0.919,7.98,30.93,4.772,8.684,22.855,0,-0.705,-6.816,20.297,-4.722,9.563,19.219,0,0.895,8.496,29.355,3.159,9.527,19.984,0,-0.108,-1.09,0,10.09,21.707,1,1,0,0,0,2,1,1908.467,-197.036,2.044,109.517,24.063,0,0,10232,0.0395,0.0498,0.7934,40.537,???,
2014-Feb-17_21-47-23,21-47-23.1,9.894,89.67,-0.003,1,-0.216,-0.008,0,-0.625,-5.961,13.203,-0.814,9.527,20.559,0,1,9.172,37.629,4.659,9.281,24.195,0,-0.632,-6.086,13.336,-4.619,9.563,19.602,0,1,9.313,33.688,3.048,9.352,20.75,0,-0.108,-1.086,0,9.984,22.281,1,1,0,0,0,2,1,1916.49,-200.522,2.049,109.517,23.949,0,0,10233,0.0393,0.0494,0.7943,40.625,y?>,
2014-Feb-17_21-47-23,21-47-23.2,10.205,73.515,0.008,1,-0.059,-0.008,0,-0.761,-7.496,20.297,-0.704,9.879,20.559,0,0.839,7.93,24.234,4.532,9.316,23.047,0,-0.745,-7.387,20.82,-4.51,9.949,19.41,0,0.855,8.418,23.051,2.921,9.844,20.176,0,-0.108,-1.121,0,10.406,21.898,1,1,0,0,0,2,1,1908.467,-204.957,2.044,109.403,23.949,0,0,10234,0.0403,0.0497,0.8111,40.715,??S?,
2014-Feb-17_21-47-23,21-47-23.3,10.205,73.515,0.008,1,-0.059,-0.008,0,-0.761,-7.496,20.297,-0.704,9.879,20.559,0,0.839,7.93,24.234,4.532,9.316,23.047,0,-0.745,-7.387,20.82,-4.51,9.949,19.41,0,0.855,8.418,23.051,2.921,9.844,20.176,0,-0.108,-1.121,0,10.406,21.898,1,1,0,0,0,2,1,1908.467,-204.957,2.044,109.403,23.949,0,0,10234,0.0403,0.0497,0.8111,40.715,?j?,
2014-Feb-17_21-47-23,21-47-23.3,10.248,73.148,0,1,-0.059,-0.008,0,-0.753,-7.52,18.98,-0.586,10.02,20.941,0,0.847,7.828,24.629,4.409,9.352,23.047,0,-0.753,-7.52,20.164,-4.392,9.914,20.559,0,0.847,8.426,22.004,2.793,9.949,19.984,0,-0.108,-1.133,0,10.547,21.898,1,1,0,0,0,2,1,1913.816,-208.908,2.044,109.746,24.177,0,0,10235,0.0397,0.0497,0.7987,40.805,/,y
2014-Feb-17_21-47-23,21-47-23.4,10.317,69.844,0,1,-0.059,-0.008,0,-0.753,-7.598,17.934,-0.462,10.09,20.75,0,0.847,8.066,23.84,4.276,9.527,22.855,0,-0.753,-7.625,19.113,-4.27,10.125,19.984,0,0.847,8.512,21.871,2.659,10.055,19.602,0,-0.108,-1.137,0,10.547,22.09,1,1,0,0,0,2,1,1911.142,-211.085,2.054,109.517,24.177,0,0,10236,0.0391,0.0494,0.7926,40.893,/?r?,
2014-Feb-17_21-47-23,21-47-23.4,10.412,66.172,0,1,-0.059,-0.008,0,-0.753,-7.625,15.176,-0.329,10.125,21.133,0,0.847,8.039,23.445,4.146,9.492,23.238,0,-0.753,-7.625,18.324,-4.146,10.125,19.984,0,0.847,8.734,20.953,2.525,10.125,20.176,0,-0.108,-1.152,0,10.617,21.898,1,1,0,0,0,2,1,1911.142,-213.408,2.039,109.517,24.292,0,0,10237,0.0352,0.05,0.7034,40.978,,
{?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Feb-17_21-47-23,21-47-23.5,10.412,66.172,0,1,-0.059,-0.008,0,-0.753,-7.625,15.176,-0.329,10.125,21.133,0,0.847,8.039,23.445,4.146,9.492,23.238,0,-0.753,-7.625,18.324,-4.146,10.125,19.984,0,0.847,8.734,20.953,2.525,10.125,20.176,0,-0.108,-1.152,0,10.617,21.898,1,1,0,0,0,2,1,1911.142,-213.408,2.039,109.517,24.292,0,0,10237,0.0352,0.05,0.7034,40.978,mH?,
2014-Feb-17_21-47-23,21-47-23.6,10.412,65.438,0,1,-0.169,-0.008,0,-0.692,-7.109,12.547,-0.201,10.23,21.133,0,0.907,8.613,25.023,4.013,9.246,23.238,0,-0.692,-6.922,13.469,-4.017,10.23,19.602,0,0.923,9.281,24.496,2.388,10.125,19.793,0,-0.108,-1.148,0,10.582,22.09,1,1,0,0,0,2,1,1911.142,-215.357,2.044,109.517,23.949,0,0,10238,0.0389,0.0496,0.7832,41.067,??4?,
2014-Feb-17_21-47-23,21-47-23.6,10.222,73.515,-0.001,1,-0.361,-0.008,0,-0.628,-6.293,7.82,-0.064,9.984,20.75,0,1,9.734,32.637,3.862,9.879,23.813,0,-0.613,-6.234,7.953,-3.881,10.125,19.793,0,1,9.945,26.73,2.23,10.055,20.367,0,-0.108,-1.129,0,10.512,21.707,1,1,0,0,0,2,1,1916.49,-218.278,2.049,109.631,23.949,0,0,10239,0.0392,0.0502,0.7809,41.156,)z?m,
2014-Feb-17_21-47-23,21-47-23.7,10.222,73.515,-0.001,1,-0.361,-0.008,0,-0.628,-6.293,7.82,-0.064,9.984,20.75,0,1,9.734,32.637,3.862,9.879,23.813,0,-0.613,-6.234,7.953,-3.881,10.125,19.793,0,1,9.945,26.73,2.23,10.055,20.367,0,-0.108,-1.129,0,10.512,21.707,1,1,0,0,0,2,1,1916.49,-218.278,2.049,109.631,23.949,0,0,10239,0.0392,0.0502,0.7809,41.156,Ug??,
2014-Feb-17_21-47-23,21-47-23.8,10.378,69.476,0.006,1,-0.361,-0.008,0,-0.554,-5.691,5.324,0.07,10.23,20.559,0,1,9.805,31.586,3.716,9.949,23.813,0,-0.543,-5.555,4.934,-3.753,10.23,19.602,0,1,10.156,26.203,2.075,10.195,19.984,0,-0.108,-1.156,0,10.617,21.898,1,1,0,0,0,2,1,1908.467,-225.1,2.044,109.517,24.177,0,0,10240,0.0368,0.0496,0.7406,41.243,???,
2014-Feb-17_21-47-23,21-47-23.8,10.473,64.703,0.01,1,-0.282,-0.008,0,-0.584,-6.043,6.375,0.198,10.266,20.941,0,1,10.016,30.801,3.563,10.02,24.195,0,-0.578,-5.938,8.215,-3.632,10.266,20.559,0,1,10.227,22.66,1.911,10.195,20.367,0,-0.108,-1.145,0,10.582,22.09,1,1,0,0,0,2,1,1908.467,-233.416,2.044,109.631,23.949,0,0,10241,0.0371,0.0493,0.7529,41.329,???5,
2014-Feb-17_21-47-23,21-47-23.9,10.68,58.462,0.01,1,-0.188,-0.008,0,-0.66,-7.008,10.445,0.339,10.617,20.941,0,0.897,9.145,18.719,3.4,10.195,23.621,0,-0.682,-7.293,12.941,-3.508,10.688,19.793,0,0.918,9.762,15.043,1.727,10.793,20.176,0,-0.123,-1.383,0,11.109,21.898,1,1,0,0,0,2,1,1903.119,-245.807,2.065,109.403,23.835,0,0,10242,0.0389,0.0498,0.7809,41.418,a`~=,
