2014-Mar-29_13-31-29,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,,,
2014-Mar-29_14-06-30,14-06-30.7,11.388,44.143,-0.033,0.361,0.083,-0.008,-0.008,-0.394,-5.715,17.012,-13.184,11.25,22.664,0,0.328,3.68,10.84,7.618,11.285,25.344,0,-0.46,-5.215,17.539,-14.935,11.461,20.176,0,0.21,2.477,2.57,10.604,11.953,20.941,0,0,0,0,12.164,24.77,1,1,0,0,0,2,0,790.616,-278.596,0.008,95.922,0,0,1888,0.1,28.924,1,m?G,,
2014-Mar-29_14-06-30,14-06-30.8,12.14,15.506,0,0.01,0.002,-0.008,-0.008,0,0,0,-12.464,12.059,21.898,0,0,0,0,6.936,12.059,25.344,0,0,0,0,-14.256,12.094,20.367,0,0,0,0,9.931,12.234,20.75,0,0,0,0,12.305,24.578,1,1,0,0,0,2,0,753.176,-277.9,-0.002,94.78,0,0,1889,0.1,29.06,1,??z,,
2014-Mar-29_14-06-31,14-06-31.0,12.14,15.506,0,0.01,0.002,-0.008,-0.008,0,0,0,-12.464,12.059,21.898,0,0,0,0,6.936,12.059,25.344,0,0,0,0,-14.256,12.094,20.367,0,0,0,0,9.931,12.234,20.75,0,0,0,0,12.305,24.578,1,1,0,0,0,2,0,753.176,-277.9,-0.002,94.78,0,0,1889,0.1,29.06,1,????,,
2014-Mar-29_14-06-31,14-06-31.1,12.174,9.631,0.005,-0.005,-0.028,-0.008,-0.008,0,0,0,-11.88,12.059,22.473,0,0,0,0,6.364,12.059,25.344,0,0,0,0,-13.712,12.094,20.75,0,0,0,0,9.359,12.27,20.559,0,0,0,0,12.375,24.578,1,1,0,0,0,2,0,683.644,-278.525,0.003,97.293,0,0,1890,0.1,29.204,1,Llx?,,
2014-Mar-29_14-06-31,14-06-31.2,11.958,21.747,0.025,-0.148,-0.023,-0.008,-0.008,0.126,1.402,16.617,-11.437,11.355,22.473,0,-0.173,-1.988,25.68,5.918,11.496,24.961,0,0.173,1.934,21.348,-13.301,11.145,19.793,0,-0.141,-1.633,17.801,8.926,11.707,20.559,0,0,0,0,12.094,24.004,1,1,0,0,0,2,0,656.901,-279.839,-0.002,101.749,0,0,1891,0.1,29.343,1,??X,,
2014-Mar-29_14-06-31,14-06-31.3,11.777,29.824,0.03,-0.244,-0.001,-0.008,-0.008,0.183,2.211,16.75,-11.173,11.004,22.281,0,-0.274,-3.086,26.73,5.654,11.18,25.344,0,0.274,2.977,23.578,-13.096,10.723,19.793,0,-0.258,-2.895,20.953,8.684,11.215,20.559,0,0,0,0,11.672,23.813,1,1,0,0,0,2,0,627.484,-281.387,0.003,94.78,0,0,1892,0.1,29.48,1,???X,,
2014-Mar-29_14-06-31,14-06-31.4,11.077,62.868,0.04,-0.403,-0.001,-0.008,-0.008,0.363,3.637,28.832,-11.11,9.914,22.09,0,-0.471,-4.867,36.84,5.597,10.301,25.918,0,0.471,4.613,35.922,-13.071,9.844,20.176,0,-0.42,-4.375,27.125,8.646,10.406,20.941,0,0,0,0,10.934,24.387,1,1,0,0,0,2,0,619.461,-282.08,-0.002,97.179,0,0,1893,0.1,29.625,1,?:Q?,,
2014-Mar-29_14-06-31,14-06-31.5,11.077,62.868,0.04,-0.403,-0.001,-0.008,-0.008,0.363,3.637,28.832,-11.11,9.914,22.09,0,-0.471,-4.867,36.84,5.597,10.301,25.918,0,0.471,4.613,35.922,-13.071,9.844,20.176,0,-0.42,-4.375,27.125,8.646,10.406,20.941,0,0,0,0,10.934,24.387,1,1,0,0,0,2,0,619.461,-282.08,-0.002,97.179,0,0,1893,0.1,29.625,1,??n?,,
2014-Mar-29_14-06-31,14-06-31.6,10.62,85.998,0.044,-0.518,0,-0.008,-0.008,0.474,4.48,31.98,-11.229,9.563,22.09,0,-0.562,-5.672,40.91,5.72,10.09,25.344,0,0.562,5.273,35.527,-13.225,9.422,19.793,0,-0.503,-5.125,27.648,8.794,10.16,20.559,0,0,0,0,10.688,24.387,1,1,0,0,0,2,0,630.158,-282.527,-0.002,95.694,0,0,1894,0.1,29.765,1,<?S?,,
2014-Mar-29_14-06-31,14-06-31.7,10.507,90.771,0.046,-0.591,0.004,-0.008,-0.008,0.545,5.094,31.324,-11.503,9.211,22.281,0,-0.638,-6.277,39.336,6.003,9.914,24.77,0,0.638,5.961,36.051,-13.546,9.352,19.602,0,-0.54,-5.449,27.516,9.102,10.055,20.941,0,0,0,0,10.688,23.43,1,1,0,0,0,2,0,648.878,-283.023,0.003,97.293,0,0,1895,0.1,29.901,1,??m,,
2014-Mar-29_14-06-31,14-06-31.8,10.646,84.529,0.044,-0.591,0.004,-0.008,-0.008,0.547,5.23,26.598,-11.94,9.633,22.281,0,-0.635,-6.434,34.082,6.443,10.125,24.961,0,0.635,6.027,31.586,-14.036,9.563,20.176,0,-0.547,-5.641,24.758,9.554,10.406,20.367,0,0,0,0,10.793,24.195,1,1,0,0,0,2,0,664.924,-284.227,0.008,94.094,0,0,1896,0.1,30.044,1,???,,
2014-Mar-29_14-06-31,14-06-31.9,10.646,84.529,0.044,-0.591,0.004,-0.008,-0.008,0.547,5.23,26.598,-11.94,9.633,22.281,0,-0.635,-6.434,34.082,6.443,10.125,24.961,0,0.635,6.027,31.586,-14.036,9.563,20.176,0,-0.547,-5.641,24.758,9.554,10.406,20.367,0,0,0,0,10.793,24.195,1,1,0,0,0,2,0,664.924,-284.227,0.008,94.094,0,0,1896,0.1,30.044,1,Q?,,
2014-Mar-29_14-06-32,14-06-32.1,10.827,74.249,0.025,-0.477,0.007,-0.008,-0.008,0.452,5.246,25.152,-12.487,10.371,22.281,0,-0.502,-5.371,27.648,7.008,10.758,25.344,0,0.502,5.242,21.082,-14.668,10.512,20.176,0,-0.378,-4.551,15.566,10.123,11.285,20.941,0,0,0,0,11.742,24.578,1,1,0,0,0,2,0,707.713,-284.925,0.003,99.464,0,0,1897,0.1,30.184,1,k^??,,
2014-Mar-29_14-06-32,14-06-32.2,12.105,15.873,0.012,-0.137,0.007,-0.008,-0.008,0.124,1.496,0,-13.068,12.023,22.09,0,-0.149,-1.793,1.781,7.602,12.059,25.344,0,0.149,1.781,0,-15.265,12.023,20.559,0,-0.124,-1.523,0,10.692,12.234,21.516,0,0,0,0,12.305,24.578,1,1,0,0,0,2,0,745.153,-285.19,-0.002,96.836,0,0,1898,0.1,30.32,1,~?b?,,
2014-Mar-29_14-06-32,14-06-32.3,12.2,8.897,0.009,-0.066,0.004,-0.008,-0.008,0,0,0,-13.587,12.094,22.473,0,0,0,0,8.13,12.059,25.535,0,0,0,0,-15.771,12.094,20.559,0,0,0,0,11.207,12.234,20.176,0,0,0,0,12.375,24.195,1,1,0,0,0,2,0,787.941,-284.555,-0.002,102.891,0,0,1899,0.1,30.459,1,?*h%,,
2014-Mar-29_14-06-32,14-06-32.4,12.2,11.834,0.019,-0.022,0.017,-0.008,-0.008,0,0,0,-13.982,12.059,22.473,0,0,0,0,8.542,12.059,25.535,0,0,0,0,-16.17,12.129,21.133,0,0,0,0,11.628,12.27,20.75,0,0,0,0,12.41,24.578,1,1,0,0,0,2,0,820.033,-283.249,-0.007,104.947,0,0,1900,0.1,30.601,1,?E?%,,
2014-Mar-29_14-06-32,14-06-32.5,12.2,11.834,0.019,-0.022,0.017,-0.008,-0.008,0,0,0,-13.982,12.059,22.473,0,0,0,0,8.542,12.059,25.535,0,0,0,0,-16.17,12.129,21.133,0,0,0,0,11.628,12.27,20.75,0,0,0,0,12.41,24.578,1,1,0,0,0,2,0,820.033,-283.249,-0.007,104.947,0,0,1900,0.1,30.601,1,???,,
2014-Mar-29_14-06-32,14-06-32.6,12.027,19.544,0.057,-0.27,0.004,-0.008,-0.008,0.213,2.516,5.324,-14.322,11.848,21.898,0,-0.327,-3.781,12.941,8.916,11.637,25.344,0,0.327,3.707,14.781,-16.538,11.215,20.176,0,-0.231,-2.75,4.801,11.971,11.813,21.133,0,0,0,0,12.094,24.004,1,1,0,0,0,2,0,1860.33,-282.85,0.003,100.606,0,0,1901,0.1,30.743,1,n???,,
2014-Mar-29_14-06-32,14-06-32.7,11.259,59.931,0.083,-0.491,0,-0.008,-0.008,0.382,4.207,16.883,-14.712,10.547,22.281,0,-0.573,-6.008,32.246,9.3,10.441,24.961,0,0.573,5.805,31.195,-16.924,9.914,19.984,0,-0.412,-4.43,18.457,12.358,10.828,21.133,0,0,0,0,11.215,24.77,1,1,0,0,0,2,0,951.073,-283.557,-0.002,103.691,0,0,1902,0.1,30.88,1,????,,
2014-Mar-29_14-06-32,14-06-32.8,11.077,63.969,0.083,-0.518,0,-0.008,-0.008,0.435,4.5,20.164,-15.171,10.266,22.281,0,-0.601,-6.254,32.637,9.781,10.406,25.535,0,0.601,5.996,29.355,-17.436,9.949,20.367,0,-0.415,-4.484,17.668,12.813,10.723,20.941,0,0,0,0,11.215,24.195,1,1,0,0,0,2,0,905.61,-284.572,0.003,100.949,0,0,1903,0.1,31.023,1,???,,
2014-Mar-29_14-06-32,14-06-32.9,11.077,63.969,0.083,-0.518,0,-0.008,-0.008,0.435,4.5,20.164,-15.171,10.266,22.281,0,-0.601,-6.254,32.637,9.781,10.406,25.535,0,0.601,5.996,29.355,-17.436,9.949,20.367,0,-0.415,-4.484,17.668,12.813,10.723,20.941,0,0,0,0,11.215,24.195,1,1,0,0,0,2,0,905.61,-284.572,0.003,100.949,0,0,1903,0.1,31.023,1,????,,
2014-Mar-29_14-06-33,14-06-33.0,11.103,62.133,0.072,-0.439,0.166,-0.008,-0.008,0.352,3.582,11.367,-15.705,10.863,22.473,0,-0.643,-6.766,34.871,10.362,10.582,25.535,0,0.379,4.031,16.355,-18.043,10.758,20.367,0,-0.564,-6.121,20.82,13.363,10.863,21.324,0,0,0,0,11.426,24.77,1,1,0,0,0,2,0,1863.004,-285.179,-0.002,100.149,0,0,1904,0.1,31.163,1,?H??,,
2014-Mar-29_14-06-33,14-06-33.1,9.402,147.312,0.03,-0.098,1,-0.008,-0.008,-0.731,-6.379,56.668,-16.025,8.719,22.281,0,-0.928,-8.586,33.953,11.138,9.246,25.152,0,-0.672,-5.785,51.285,-18.379,8.578,20.559,0,-0.845,-7.73,31.457,14.133,9.176,20.367,0,0,0,0,9.633,24.195,1,1,0,0,0,2,0,1911.142,-273.04,0.003,99.806,0,0,1905,0.1,31.304,1,nP?,,
2014-Mar-29_14-06-33,14-06-33.3,9.73,131.157,0,-0.004,1,-0.008,-0.008,-0.789,-7.418,36.445,-15.755,9.246,22.281,0,-0.804,-7.52,19.375,12.257,9.352,24.961,0,-0.796,-7.109,57.719,-18.332,8.965,20.559,0,-0.802,-7.59,26.336,15.061,9.492,20.941,0,1,9.805,7.559,9.738,24.77,1,1,0,0,0,2,0,1913.816,-213.265,-0.002,100.949,0,0,1906,0.1,31.447,1,??,,
2014-Mar-29_14-06-33,14-06-33.4,10.913,57.728,-0.009,0.007,0.415,-0.008,-0.008,-0.33,-5.633,21.348,-14.995,10.793,22.473,0,-0.315,-4.766,7.164,13.546,11.391,24.961,0,-0.348,-3.906,23.711,-18.056,11.496,20.559,0,-0.175,-2.832,4.801,16.003,11.988,20.941,0,0,0,0,12.234,23.813,0,1,0,0,0,2,0,1913.816,-136.071,0.003,101.063,0,0,1907,0.1,31.586,1,t??1,,
2014-Mar-29_14-06-33,14-06-33.5,10.913,57.728,-0.009,0.007,0.415,-0.008,-0.008,-0.33,-5.633,21.348,-14.995,10.793,22.473,0,-0.315,-4.766,7.164,13.546,11.391,24.961,0,-0.348,-3.906,23.711,-18.056,11.496,20.559,0,-0.175,-2.832,4.801,16.003,11.988,20.941,0,0,0,0,12.234,23.813,0,1,0,0,0,2,0,1913.816,-136.071,0.003,101.063,0,0,1907,0.1,31.586,1,=?k?,,
2014-Mar-29_14-06-33,14-06-33.6,11.509,44.51,-0.025,0.372,0.007,-0.008,-0.008,-0.347,-3.617,4.934,-14.344,11.18,22.09,0,0.397,3.93,41.566,14.391,9.984,24.387,0,-0.397,-4.313,25.418,-17.817,10.758,19.984,0,0.413,4.219,35.266,16.481,10.16,20.559,0,0,0,0,11.039,24.195,0,1,0,0,0,2,0,1913.816,-69.262,-0.002,98.207,0,0,1908,0.1,31.724,1,E??Z,,
2014-Mar-29_14-06-33,14-06-33.7,10.162,109.496,-0.03,0.69,-0.001,-0.008,-0.008,-0.661,-6.152,24.758,-13.706,9.422,22.473,0,0.72,5.844,45.508,14.404,8.191,24.578,0,-0.72,-6.582,42.094,-17.528,9.246,20.559,0,0.683,6.023,51.68,16.585,8.895,19.219,0,1,9.84,0,9.844,24.195,0,1,0,0,0,2,0,1913.816,-32.083,-0.017,101.292,0,0,1909,0.1,31.864,1,s?,,
2014-Mar-29_14-06-33,14-06-33.8,9.151,161.631,-0.025,0.855,-0.008,-0.008,-0.008,-0.83,-7.355,32.637,-13.043,8.895,22.09,0,0.879,6.152,48.922,14.202,6.715,24.387,0,-0.879,-7.578,43.145,-17.097,8.508,20.176,0,0.825,6.73,47.477,16.387,8.332,20.559,0,0,0,0,9.246,24.004,0,1,0,0,0,2,0,1911.142,-14.167,-0.002,100.606,0,0,1910,0.1,32,1,?j??,,
2014-Mar-29_14-06-33,14-06-33.9,9.238,153.553,-0.025,0.855,-0.006,-0.008,-0.008,-0.825,-7.398,34.344,-12.389,8.965,22.473,0,0.879,6.523,43.93,13.715,7.418,24.387,0,-0.879,-7.699,40.648,-16.506,8.824,20.559,0,0.83,7.148,39.598,15.915,8.684,19.984,0,0,0,0,9.563,23.621,0,1,0,0,0,2,0,1916.49,-6.953,-0.002,101.863,0,0,1911,0.1,32.139,1,?|rb,,
2014-Mar-29_14-06-34,14-06-34.0,9.238,153.553,-0.025,0.855,-0.006,-0.008,-0.008,-0.825,-7.398,34.344,-12.389,8.965,22.473,0,0.879,6.523,43.93,13.715,7.418,24.387,0,-0.879,-7.699,40.648,-16.506,8.824,20.559,0,0.83,7.148,39.598,15.915,8.684,19.984,0,0,0,0,9.563,23.621,0,1,0,0,0,2,0,1916.49,-6.953,-0.002,101.863,0,0,1911,0.1,32.139,1,O6?,,
2014-Mar-29_14-06-34,14-06-34.1,9.652,132.259,-0.018,0.855,-0.019,-0.008,-0.008,-0.837,-7.828,30.539,-11.61,9.492,21.898,0,0.778,6.867,36.316,13.015,8.895,24.195,0,-0.778,-7.555,32.508,-15.771,9.598,20.176,0,0.743,7.152,30.406,15.233,9.633,20.559,0,0,0,0,10.23,24.195,0,1,0,0,0,2,0,1911.142,-4.115,-0.002,101.177,0,0,1912,0.1,32.28,1,W??},,
2014-Mar-29_14-06-34,14-06-34.3,10.671,80.858,-0.012,0.69,-0.114,-0.008,-0.008,-0.575,-6.027,16.488,-9.872,10.406,21.898,0,0.794,7.648,30.406,11.179,9.527,24.578,0,-0.611,-6.273,18.719,-14.042,10.406,19.984,0,0.77,7.953,29.094,13.47,10.195,20.559,0,0,0,0,10.828,23.813,0,1,0,0,0,2,0,1911.142,-5.646,0.003,99.007,0,0,1914,0.1,32.56,1,????,,
2014-Mar-29_14-06-34,14-06-34.5,11.596,37.167,-0.005,0.467,-0.129,-0.008,-0.008,-0.359,-3.926,4.668,-8.938,11.566,22.09,0,0.482,5.387,16.488,10.117,11.145,25.344,0,-0.25,-2.953,0,-13.102,11.813,20.367,0,0.472,5.375,9.398,12.43,11.883,21.133,0,0,0,0,12.129,24.387,0,1,0,0,0,2,0,1911.142,-10.632,0.008,99.806,0,0,1915,0.1,32.698,1,"?Z""$",,
2014-Mar-29_14-06-34,14-06-34.6,11.596,37.167,-0.005,0.467,-0.129,-0.008,-0.008,-0.359,-3.926,4.668,-8.938,11.566,22.09,0,0.482,5.387,16.488,10.117,11.145,25.344,0,-0.25,-2.953,0,-13.102,11.813,20.367,0,0.472,5.375,9.398,12.43,11.883,21.133,0,0,0,0,12.129,24.387,0,1,0,0,0,2,0,1911.142,-10.632,0.008,99.806,0,0,1915,0.1,32.698,1,t??,,
2014-Mar-29_14-06-34,14-06-34.7,9.782,139.969,0.001,0.031,-1,-0.008,-0.008,0.768,4.855,68.879,-8.146,6.152,22.281,0,0.815,6.758,25.941,9.105,8.402,24.77,0,0.785,5.547,61.133,-12.505,7.313,19.41,0,0.816,7.496,18.98,11.358,9.176,20.941,0,0,0,0,9.527,23.621,0,1,0,0,0,2,0,1911.142,-23.36,0.003,99.692,0,0,1916,0.1,32.837,1,???H,,
2014-Mar-29_14-06-34,14-06-34.8,9.67,140.703,0.009,0.001,-1,-0.008,-0.008,0.79,5.332,56.93,-8.017,6.504,21.898,0,0.791,6.75,24.234,7.995,8.543,24.77,0,0.809,6.457,49.578,-12.691,7.84,19.984,0,0.811,7.602,14.387,9.972,9.457,20.941,0,0,0,0,9.949,24.195,0,1,0,0,0,2,0,1919.164,-71.34,-0.002,102.777,0,0,1917,0.1,32.976,1,?{,,
2014-Mar-29_14-06-34,14-06-34.9,11.587,23.216,0.007,0,-0.418,-0.008,-0.008,0.327,3.398,35,-8.036,10.547,22.473,0,0.072,3.059,3.355,6.971,11.848,25.535,0,0.09,2.172,3.75,-13.335,12.059,20.75,0,0.085,1.039,0,8.445,12.094,20.941,0,0,0,0,12.234,24.578,0,1,0,0,0,2,0,1913.816,-148.569,0.003,105.633,0,0,1918,0.1,33.116,1,9?,,
2014-Mar-29_14-06-35,14-06-35.0,11.587,23.216,0.007,0,-0.418,-0.008,-0.008,0.327,3.398,35,-8.036,10.547,22.473,0,0.072,3.059,3.355,6.971,11.848,25.535,0,0.09,2.172,3.75,-13.335,12.059,20.75,0,0.085,1.039,0,8.445,12.094,20.941,0,0,0,0,12.234,24.578,0,1,0,0,0,2,0,1913.816,-148.569,0.003,105.633,0,0,1918,0.1,33.116,1,??z,,
2014-Mar-29_14-06-35,14-06-35.1,12.071,14.404,0.021,-0.051,-0.001,-0.008,-0.008,0,0,0,-8.061,12.059,21.898,0,-0.116,-1.363,20.953,6.323,11.707,25.344,0,0.116,1.398,0,-13.829,12.094,20.559,0,0,0,0,7.464,12.129,21.707,0,0,0,0,12.27,24.77,0,1,0,0,0,2,0,921.656,-220.769,0.003,101.52,0,0,1919,0.1,33.254,1,?Q??,,
2014-Mar-29_14-06-35,14-06-35.2,11.95,22.481,0.03,-0.166,0.051,-0.008,-0.008,0.095,1.102,7.426,-8.118,11.672,22.664,0,-0.237,-2.762,24.367,6.006,11.355,25.727,0,0.148,1.742,1.125,-14.287,11.813,20.367,0,-0.183,-2.141,23.316,6.801,11.531,20.941,0,0,0,0,11.988,24.578,0,1,0,0,0,2,0,902.936,-263.061,-0.007,102.434,0,0,1920,0.1,33.396,1,L?p?,,
2014-Mar-29_14-06-35,14-06-35.3,11.734,30.192,0.044,-0.244,0.083,-0.008,-0.008,0.134,1.535,8.348,-8.184,11.461,22.281,0,-0.355,-3.93,30.668,5.912,11.039,25.918,0,0.222,2.492,13.336,-14.539,11.215,19.984,0,-0.266,-3.02,23.84,6.631,11.355,20.559,0,0,0,0,11.918,24.195,0,1,0,0,0,2,0,897.587,-279.228,0.003,105.519,0,0,1921,0.1,33.535,1,???i,,
2014-Mar-29_14-06-35,14-06-35.4,11.734,30.192,0.044,-0.244,0.083,-0.008,-0.008,0.134,1.535,8.348,-8.184,11.461,22.281,0,-0.355,-3.93,30.668,5.912,11.039,25.918,0,0.222,2.492,13.336,-14.539,11.215,19.984,0,-0.266,-3.02,23.84,6.631,11.355,20.559,0,0,0,0,11.918,24.195,0,1,0,0,0,2,0,897.587,-279.228,0.003,105.519,0,0,1921,0.1,33.535,1,i?D,,
2014-Mar-29_14-06-35,14-06-35.6,11.285,55.525,0.034,-0.327,0.288,-0.008,-0.008,0.063,0.695,0,-8.256,11.109,22.473,0,-0.622,-6.43,46.82,5.997,10.371,25.727,0,0.161,1.742,10.055,-14.617,10.793,20.559,0,-0.555,-5.871,35.266,6.748,10.512,20.367,0,0,0,0,11.285,24.387,0,1,0,0,0,2,0,894.913,-277.958,-0.002,103.805,0,0,1922,0.1,33.674,1,????,,
2014-Mar-29_14-06-35,14-06-35.7,11.19,57.361,0.035,-0.358,0.288,-0.008,-0.008,0.092,1.012,0,-8.338,10.969,22.281,0,-0.628,-6.535,44.195,6.239,10.441,25.344,0,0.167,1.797,10.055,-14.712,10.758,20.75,0,-0.549,-5.809,34.344,7.027,10.758,21.133,0,0,0,0,11.426,24.004,0,1,0,0,0,2,0,905.61,-270.358,-0.002,103.577,0,0,1923,0.1,33.815,1,??,,
2014-Mar-29_14-06-35,14-06-35.8,11.449,47.08,0.04,-0.358,0.185,-0.008,-0.008,0.17,1.883,7.691,-8.486,11.039,22.09,0,-0.565,-6.043,32.637,6.578,10.688,25.918,0,0.269,2.906,15.043,-14.881,10.723,19.984,0,-0.49,-5.379,28.172,7.389,10.898,20.941,0,0,0,0,11.531,24.195,0,1,0,0,0,2,0,921.656,-261.577,0.008,104.376,0,0,1924,0.1,33.954,1,?1?,,
2014-Mar-29_14-06-35,14-06-35.9,11.449,47.08,0.04,-0.358,0.185,-0.008,-0.008,0.17,1.883,7.691,-8.486,11.039,22.09,0,-0.565,-6.043,32.637,6.578,10.688,25.918,0,0.269,2.906,15.043,-14.881,10.723,19.984,0,-0.49,-5.379,28.172,7.389,10.898,20.941,0,0,0,0,11.531,24.195,0,1,0,0,0,2,0,921.656,-261.577,0.008,104.376,0,0,1924,0.1,33.954,1,"1??	",,
2014-Mar-29_14-06-36,14-06-36.0,11.19,57.728,0.03,-0.403,0.288,-0.008,-0.008,0.142,1.563,3.883,-8.715,10.898,22.281,0,-0.663,-6.902,39.336,6.996,10.406,25.535,0,0.202,2.18,8.609,-15.133,10.828,20.559,0,-0.603,-6.406,33.559,7.848,10.828,21.516,0,0,0,0,11.355,24.387,0,1,0,0,0,2,0,929.678,-253.367,-0.002,104.947,0,0,1925,0.1,34.093,1,?B?+,,
2014-Mar-29_14-06-36,14-06-36.1,11.699,27.254,0.03,-0.288,0.166,-0.008,-0.008,0.126,1.453,2.961,-8.982,11.566,22.281,0,-0.45,-5.035,22.133,7.518,11.285,25.535,0,0.189,2.18,7.953,-15.431,11.461,20.559,0,-0.333,-3.891,12.941,8.357,11.672,20.367,0,0,0,0,12.094,24.578,0,1,0,0,0,2,0,967.118,-242.57,-0.007,105.519,0,0,1926,0.1,34.232,1,?7??,,
2014-Mar-29_14-06-36,14-06-36.2,12.088,13.67,0.025,-0.142,0.01,-0.008,-0.008,0.117,1.406,0,-9.309,12.059,22.281,0,-0.167,-2.012,3.227,8.005,11.953,25.727,0,0.132,1.594,3.355,-15.799,12.094,20.559,0,-0.091,-1.117,0,8.806,12.164,20.75,0,0,0,0,12.34,24.578,0,1,0,0,0,2,0,988.513,-235.921,0.003,102.548,0,0,1927,0.1,34.372,1,??i~,,
2014-Mar-29_14-06-36,14-06-36.3,12.045,24.317,0.057,-0.279,-0.001,-0.008,-0.008,0.222,2.59,4.012,-9.645,11.707,21.898,0,-0.336,-3.941,10.973,8.398,11.672,26.109,0,0.441,4.762,14.387,-16.173,10.793,19.984,0,-0.297,-3.453,8.609,9.186,11.602,21.324,0,0,0,0,11.848,24.387,0,1,0,0,0,2,0,1028.627,-234.327,0.003,99.806,0,0,1928,0.1,34.512,1,??C,,
2014-Mar-29_14-06-36,14-06-36.4,11.026,65.071,0.083,-0.518,-0.001,-0.008,-0.008,0.435,4.516,20.031,-10.082,10.336,22.473,0,-0.601,-6.254,34.082,8.831,10.301,25.344,0,0.601,5.996,31.457,-16.635,10.125,19.793,0,-0.435,-4.703,17.012,9.623,10.793,20.941,0,0,0,0,11.25,24.387,0,1,0,0,0,2,0,1052.696,-234.607,-0.002,103.462,0,0,1929,0.1,34.652,1,????,,
2014-Mar-29_14-06-36,14-06-36.5,11.026,65.071,0.083,-0.518,-0.001,-0.008,-0.008,0.435,4.516,20.031,-10.082,10.336,22.473,0,-0.601,-6.254,34.082,8.831,10.301,25.344,0,0.601,5.996,31.457,-16.635,10.125,19.793,0,-0.435,-4.703,17.012,9.623,10.793,20.941,0,0,0,0,11.25,24.387,0,1,0,0,0,2,0,1052.696,-234.607,-0.002,103.462,0,0,1929,0.1,34.652,1,?o ,,
2014-Mar-29_14-06-36,14-06-36.6,11.034,61.032,0.072,-0.518,-0.001,-0.008,-0.008,0.446,4.625,19.113,-10.594,10.371,22.473,0,-0.59,-6.207,30.93,9.362,10.441,25.344,0,0.59,5.973,27.91,-17.217,10.125,19.984,0,-0.446,-4.895,15.699,10.142,10.898,20.941,0,0,0,0,11.285,24.004,0,1,0,0,0,2,0,1103.507,-235.132,-0.002,103.005,0,0,1930,0.1,34.792,1,"??.	",,
2014-Mar-29_14-06-36,14-06-36.8,11.967,19.544,0.042,-0.236,-0.001,-0.008,-0.008,0.195,2.301,2.176,-11.182,11.918,22.473,0,-0.278,-3.258,7.426,9.96,11.777,26.109,0,0.253,2.965,6.375,-17.829,11.848,20.559,0,-0.174,-2.113,1.781,10.739,12.129,21.324,0,0,0,0,12.305,24.195,0,1,0,0,0,2,0,1135.599,-235.433,-0.007,104.947,0,0,1931,0.1,34.932,1,n=?x,,
2014-Mar-29_14-06-36,14-06-36.9,12.191,13.303,0.049,-0.131,-0.006,-0.008,-0.008,0.083,1,0,-11.723,12.164,22.281,0,-0.18,-2.18,1.52,10.522,12.059,25.535,0,0.25,2.934,4.668,-18.389,11.883,20.367,0,-0.147,-1.797,0,11.27,12.234,21.516,0,0,0,0,12.27,24.578,0,1,0,0,0,2,0,1167.69,-235.308,0.008,102.32,0,0,1932,0.1,35.072,1,?X??,,
2014-Mar-29_14-06-37,14-06-37.0,12.191,13.303,0.049,-0.131,-0.006,-0.008,-0.008,0.083,1,0,-11.723,12.164,22.281,0,-0.18,-2.18,1.52,10.522,12.059,25.535,0,0.25,2.934,4.668,-18.389,11.883,20.367,0,-0.147,-1.797,0,11.27,12.234,21.516,0,0,0,0,12.27,24.578,0,1,0,0,0,2,0,1167.69,-235.308,0.008,102.32,0,0,1932,0.1,35.072,1,u?=?,,
2014-Mar-29_14-06-37,14-06-37.1,11.647,34.965,0.049,-0.403,-0.003,-0.008,-0.008,0.354,3.965,12.023,-12.295,11.145,22.473,0,-0.452,-5.004,20.82,11.091,11.145,25.152,0,0.328,4.141,18.59,-18.964,11.426,20.559,0,-0.248,-2.953,5.719,11.855,11.883,21.133,0,0,0,0,12.234,24.77,0,1,0,0,0,2,0,1237.221,-235.014,0.003,109.631,0,0,1933,0.1,35.213,1,??,,
