2014-Apr-10_09-35-30,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,,
2014-Apr-10_11-14-35,11-14-35.4,-0.003,80.491,0.655,-1,-0.033,0.047,0,0.345,3.613,0,-1.747,10.477,22.281,0,-1,-9.879,30.93,8.426,9.844,25.535,0,1,10.121,33.953,-9.02,10.09,20.367,0,-0.295,-3.141,0,2.876,10.652,21.324,0,0,0,0,10.898,24.77,0,1,0,0,0,2,0,1261.29,-29.663,0.003,97.179,0,0,1192,0.1,22.03,1,:???,
2014-Apr-10_11-14-35,11-14-35.5,-0.003,81.225,0.935,-1,-0.195,0.047,0,0.221,2.379,0,-2.86,10.758,22.09,0,-1,-9.844,31.195,9.922,9.879,25.344,0,1,9.98,33.164,-10.623,9.984,20.559,0,0.167,1.637,36.184,3.954,9.809,20.367,0,0,0,0,10.723,24.387,0,1,0,0,0,2,0,1346.867,-28.923,0.003,90.667,0,0,1193,0.1,22.169,1,???},
2014-Apr-10_11-14-35,11-14-35.6,-0.003,81.225,0.935,-1,-0.195,0.047,0,0.221,2.379,0,-2.86,10.758,22.09,0,-1,-9.844,31.195,9.922,9.879,25.344,0,1,9.98,33.164,-10.623,9.984,20.559,0,0.167,1.637,36.184,3.954,9.809,20.367,0,0,0,0,10.723,24.387,0,1,0,0,0,2,0,1346.867,-28.923,0.003,90.667,0,0,1193,0.1,22.169,1,?# o,
2014-Apr-10_11-14-36,11-14-36.0,-0.003,92.974,0.38,-1,0.019,0.047,0,0.62,6.234,5.063,-6.462,10.02,23.238,0,-1,-9.527,34.609,14.158,9.527,25.918,0,1,9.77,33.688,-15.457,9.738,21.324,0,-0.62,-6.305,9.527,6.864,10.266,21.133,0,0,0,0,10.477,24.77,0,1,0,0,0,2,0,1624.993,-58.337,-0.002,97.864,0,0,1196,0.1,22.587,1,?)?,
2014-Apr-10_11-14-36,11-14-36.1,-0.003,92.974,0.38,-1,0.019,0.047,0,0.62,6.234,5.063,-6.462,10.02,23.238,0,-1,-9.527,34.609,14.158,9.527,25.918,0,1,9.77,33.688,-15.457,9.738,21.324,0,-0.62,-6.305,9.527,6.864,10.266,21.133,0,0,0,0,10.477,24.77,0,1,0,0,0,2,0,1624.993,-58.337,-0.002,97.864,0,0,1196,0.1,22.587,1,?^?#,
2014-Apr-10_11-14-36,11-14-36.2,-0.003,85.998,0.561,-1,-0.017,0.047,0,0.439,4.547,1.254,-7.838,10.441,22.473,0,-1,-9.738,34.477,15.548,9.738,25.344,0,1,9.91,31.324,-17.015,9.879,20.367,0,-0.424,-4.457,2.176,8.143,10.512,21.324,0,0,0,0,10.758,25.344,0,1,0,0,0,2,0,1913.816,-64.409,-0.002,93.98,0,0,1197,0.1,22.726,1,(6?,
2014-Apr-10_11-14-36,11-14-36.3,-0.003,75.351,0.688,-1,-0.043,0.047,0,0.312,3.371,0,-9.171,10.898,22.281,0,-1,-10.02,33.559,17.034,9.914,25.344,0,1,10.086,31.324,-18.628,10.09,20.941,0,-0.217,-2.543,0,9.403,10.969,20.75,0,0,0,0,10.793,25.152,0,1,0,0,0,2,0,1913.816,-67.786,0.003,91.581,0,0,1198,0.1,22.864,1,? L,
2014-Apr-10_11-14-36,11-14-36.5,-0.003,77.554,0.639,-1,-0.014,0.047,0,0.361,3.91,0,-11.927,10.758,22.09,0,-1,-9.738,33.953,19.944,9.809,25.918,0,1,10.016,32.375,-21.805,10.16,20.941,0,-0.345,-3.715,0,11.515,10.793,20.559,0,0,0,0,10.793,24.578,0,1,0,0,0,2,0,1911.142,-87.013,-0.002,93.637,0,0,1200,0.1,23.138,1,:??,
2014-Apr-10_11-14-36,11-14-36.6,-0.003,77.554,0.639,-1,-0.014,0.047,0,0.361,3.91,0,-11.927,10.758,22.09,0,-1,-9.738,33.953,19.944,9.809,25.918,0,1,10.016,32.375,-21.805,10.16,20.941,0,-0.345,-3.715,0,11.515,10.793,20.559,0,0,0,0,10.793,24.578,0,1,0,0,0,2,0,1911.142,-87.013,-0.002,93.637,0,0,1200,0.1,23.138,1,-?B,
2014-Apr-10_11-14-36,11-14-36.7,-0.003,76.452,0.741,-1,-0.181,0,0,0.404,4.348,0,-13.288,10.617,22.664,0,-1,-9.879,32.508,21.406,9.844,26.109,0,1,10.156,32.508,-23.471,10.055,21.324,0,-0.068,-0.559,0,12.735,10.582,21.324,0,0,0,0,10.688,25.152,0,1,0,0,0,2,0,1913.816,-95.412,0.008,98.093,0,0,1201,0.1,23.277,1,??(,
2014-Apr-10_11-14-36,11-14-36.8,-0.003,127.486,0.935,-1,-1,0,0,0.865,7.871,13.992,-14.73,8.93,23.047,0,-1,-8.93,27.648,22.833,8.93,25.344,0,1,9.277,23.184,-25.067,9.246,20.559,0,0.735,6.074,60.215,13.322,8.402,19.41,0,0,0,0,9.703,24.961,0,1,0,0,0,2,0,1919.164,-109.492,0.008,98.093,0,0,1202,0.1,23.416,1,?J?,
2014-Apr-10_11-14-37,11-14-37.0,-0.003,118.674,0.935,-0.874,-0.708,0,0,0.504,5.125,1.648,-16.28,9.809,22.473,0,-1,-9.281,33.559,24.118,9.316,25.727,0,1,9.699,27.91,-26.664,9.598,20.941,0,0.529,4.836,48.656,13.291,8.965,19.602,0,0,0,0,10.441,24.77,0,1,0,0,0,2,0,1911.142,-134.3,-0.002,96.265,0,0,1203,0.1,23.554,1,"?	?",
2014-Apr-10_11-14-37,11-14-37.1,-0.003,85.998,0.894,-1,-0.014,0,0,0.106,1.152,0,-17.631,10.863,21.707,0,-1,-9.668,39.074,25.438,9.703,25.918,0,1,9.805,35.395,-28.254,9.738,20.559,0,-0.204,-2.176,0,14.071,10.793,20.941,0,0,0,0,10.617,24.961,0,1,0,0,0,2,0,1913.816,-160.999,-0.002,99.464,0,0,1204,0.1,23.695,1,????,
2014-Apr-10_11-14-37,11-14-37.2,-0.003,85.998,0.894,-1,-0.014,0,0,0.106,1.152,0,-17.631,10.863,21.707,0,-1,-9.668,39.074,25.438,9.703,25.918,0,1,9.805,35.395,-28.254,9.738,20.559,0,-0.204,-2.176,0,14.071,10.793,20.941,0,0,0,0,10.617,24.961,0,1,0,0,0,2,0,1913.816,-160.999,-0.002,99.464,0,0,1204,0.1,23.695,1,t?}?,
2014-Apr-10_11-14-37,11-14-37.3,-0.003,85.631,0.935,-1,-0.023,0,0,0.065,0.691,0,-18.854,10.758,22.09,0,-1,-9.563,37.234,26.724,9.527,25.535,0,1,9.77,37.891,-29.728,9.844,21.133,0,-0.065,-0.699,0,15.086,10.828,21.707,0,0,0,0,10.723,25.344,0,1,0,0,0,2,0,1911.142,-174.403,-0.007,96.836,0,0,1205,0.1,23.835,1,?.?T,
2014-Apr-10_11-14-37,11-14-37.4,-0.003,87.1,0.655,-1,0,0,0,0.345,3.59,0,-20.039,10.406,22.664,0,-1,-9.668,38.023,28.075,9.598,25.918,0,1,9.77,37.102,-31.18,9.809,21.133,0,-0.345,-3.617,0,16.173,10.512,21.324,0,0,0,0,10.582,24.77,0,1,0,0,0,2,0,1913.816,-180.933,-0.002,99.578,0,0,1206,0.1,23.976,1,????,
2014-Apr-10_11-14-37,11-14-37.5,-0.003,88.935,0.391,-1,0.06,0,0,0.561,5.641,3.488,-21.283,10.125,22.473,0,-1,-9.527,35.266,29.414,9.563,25.918,0,1,9.77,32.508,-32.635,9.668,21.516,0,-0.876,-8.629,15.832,17.342,10.055,20.941,0,0,0,0,10.336,25.152,0,1,0,0,0,2,0,1916.49,-185.454,0.003,96.379,0,0,1207,0.1,24.115,1,??{?,
2014-Apr-10_11-14-37,11-14-37.6,-0.003,125.283,-0.025,-0.261,1,0,0,-0.514,-4.465,54.828,-22.449,8.824,22.664,0,-1,-9.105,24.891,30.828,9.105,25.344,0,-0.563,-4.875,55.355,-33.72,8.754,20.75,0,-1,-9.387,27.254,18.756,9.211,20.559,0,0,0,0,9.809,24.961,0,1,0,0,0,2,0,1916.49,-181.177,0.008,98.207,0,0,1208,0.1,24.254,1,??JV,
2014-Apr-10_11-14-37,11-14-37.7,-0.003,125.283,-0.025,-0.261,1,0,0,-0.514,-4.465,54.828,-22.449,8.824,22.664,0,-1,-9.105,24.891,30.828,9.105,25.344,0,-0.563,-4.875,55.355,-33.72,8.754,20.75,0,-1,-9.387,27.254,18.756,9.211,20.559,0,0,0,0,9.809,24.961,0,1,0,0,0,2,0,1916.49,-181.177,0.008,98.207,0,0,1208,0.1,24.254,1,F???,
2014-Apr-10_11-14-37,11-14-37.8,-0.003,72.781,0.018,-0.957,1,0,0,0.139,1,0,-22.581,10.652,22.281,0,-1,-10.09,23.051,32.525,10.125,25.727,0,0.467,3.051,0,-34.273,10.477,21.133,0,-1,-10.336,32.637,20.23,10.195,21.707,0,0,0,0,10.688,24.961,0,1,0,0,0,2,0,1913.816,-140.405,0.003,97.864,0,0,1209,0.1,24.392,1,??R?,
2014-Apr-10_11-14-37,11-14-37.9,-0.003,99.583,0.066,-1,0.347,0,0,0.657,5.977,23.184,-23.131,9.105,22.855,0,-1,-9.563,17.539,34.408,9.563,26.109,0,0.889,7.547,30.93,-35.209,8.613,20.367,0,-1,-9.316,30.801,21.761,9.492,21.133,0,0,0,0,9.914,24.961,0,1,0,0,0,2,0,1911.142,-85.284,0.003,100.949,0,0,1210,0.1,24.531,1,???;,
2014-Apr-10_11-14-38,11-14-38.0,-0.003,72.046,0.671,-1,-0.004,0,0,0.329,3.43,10.055,-23.886,10.336,22.855,0,-1,-10.09,22.266,36.3,10.16,25.344,0,1,10.121,33.82,-36.551,10.055,20.75,0,-0.106,-1.5,0,23.015,10.969,20.941,0,0,0,0,10.793,24.961,0,1,0,0,0,2,0,1280.01,-39.871,-0.002,95.579,0,0,1211,0.1,24.671,1,??v,
2014-Apr-10_11-14-38,11-14-38.2,-0.003,72.046,0.671,-1,-0.004,0,0,0.329,3.43,10.055,-23.886,10.336,22.855,0,-1,-10.09,22.266,36.3,10.16,25.344,0,1,10.121,33.82,-36.551,10.055,20.75,0,-0.106,-1.5,0,23.015,10.969,20.941,0,0,0,0,10.793,24.961,0,1,0,0,0,2,0,1280.01,-39.871,-0.002,95.579,0,0,1211,0.1,24.671,1,?;u?,
2014-Apr-10_11-14-38,11-14-38.3,-0.003,70.945,1,-1,-0.037,0,0,0,0,0,-24.178,10.617,23.047,0,-1,-10.055,25.941,38.186,10.23,25.535,0,1,10.332,28.832,-38.088,10.371,21.324,0,0,0,0,23.675,10.828,21.324,0,0,0,0,10.969,25.344,0,1,0,0,0,2,0,1863.004,-8.458,-0.002,99.806,0,0,1212,0.1,24.811,1,jUy_,
2014-Apr-10_11-14-38,11-14-38.4,-0.003,77.921,0.914,-1,-0.001,0,0,0.086,0.898,0,-24.36,10.512,22.473,0,-1,-9.914,26.992,39.986,9.984,25.727,0,1,10.016,35.395,-39.694,9.984,20.75,0,-0.106,-1.152,0,24.137,10.793,21.324,0,0,0,0,10.898,24.77,0,1,0,0,0,2,0,1913.816,12.149,-0.002,98.207,0,0,1213,0.1,24.951,1,???z,
2014-Apr-10_11-14-38,11-14-38.6,-0.003,69.476,0.297,-0.415,0.741,0,0,-0.475,-4.879,29.488,-24.564,10.195,22.855,0,-1,-10.16,23.316,43.522,10.09,25.152,0,0,0,0,-42.325,10.301,20.75,0,-0.86,-8.496,31.852,25.941,10.02,21.133,0,0,0,0,10.617,24.961,0,1,0,0,0,2,0,1587.553,58.255,-0.002,100.149,0,0,1215,0.1,25.229,1,?`w?,
2014-Apr-10_11-14-38,11-14-38.7,-0.003,69.476,0.297,-0.415,0.741,0,0,-0.475,-4.879,29.488,-24.564,10.195,22.855,0,-1,-10.16,23.316,43.522,10.09,25.152,0,0,0,0,-42.325,10.301,20.75,0,-0.86,-8.496,31.852,25.941,10.02,21.133,0,0,0,0,10.617,24.961,0,1,0,0,0,2,0,1587.553,58.255,-0.002,100.149,0,0,1215,0.1,25.229,1,?N,
2014-Apr-10_11-14-38,11-14-38.8,-0.003,91.138,0.38,-1,0.27,0,0,0.404,2.504,12.547,-24.294,9.738,22.473,0,-1,-9.773,22.133,45.326,9.352,26.109,0,1,9.137,46.293,-42.938,9.352,20.941,0,-0.527,-6.887,25.547,26.997,10.125,20.941,0,0,0,0,10.441,25.344,0,1,0,0,0,2,0,1657.084,114.479,0.003,100.263,0,0,1216,0.1,25.368,1,Q?o,
2014-Apr-10_11-14-38,11-14-38.9,-0.003,80.491,0.935,-0.815,0.172,0,0,-0.258,-1.18,0,-24.209,10.371,23.047,0,-1,-9.879,24.629,47.133,9.844,25.918,0,1,9.77,39.598,-44.302,9.703,21.324,0,0.231,1.477,13.73,27.622,10.125,20.75,0,0,0,0,10.512,25.535,0,1,0,0,0,2,0,1911.142,172.407,0.003,99.121,0,0,1217,0.1,25.508,1,?q,?
2014-Apr-10_11-14-39,11-14-39.0,-0.003,91.505,0.452,0.015,1,0,0,-1,-9.809,38.023,-23.414,9.773,22.664,0,-1,-9.773,26.465,48.827,9.738,25.918,0,-0.419,-4.012,31.063,-44.94,9.668,20.559,0,-0.375,-3.871,8.477,28.015,10.266,21.324,0,0,0,0,10.441,25.152,1,1,0,0,0,2,0,1154.319,221.59,-0.002,97.522,0,0,1218,0.1,25.648,1,?e?&,
2014-Apr-10_11-14-39,11-14-39.1,-0.003,91.505,0.452,0.015,1,0,0,-1,-9.809,38.023,-23.414,9.773,22.664,0,-1,-9.773,26.465,48.827,9.738,25.918,0,-0.419,-4.012,31.063,-44.94,9.668,20.559,0,-0.375,-3.871,8.477,28.015,10.266,21.324,0,0,0,0,10.441,25.152,1,1,0,0,0,2,0,1154.319,221.59,-0.002,97.522,0,0,1218,0.1,25.648,1,??b,
2014-Apr-10_11-14-39,11-14-39.3,-0.003,14.771,0.014,0.03,0,0,0,0,0,0,-22.182,11.953,22.664,0,0,0,0,50.245,12.023,25.535,0,0,0,0,-44.889,12.023,20.941,0,0.069,0.828,8.871,28.405,12.059,21.516,0,0,0,0,12.27,24.387,1,1,0,0,0,2,0,89.953,294.437,-0.002,100.492,0,0,1219,0.1,25.786,1,?;?,
2014-Apr-10_11-14-39,11-14-39.4,-0.003,36.066,0.044,0.093,-0.418,0,0,0.198,0.891,0,-21.598,10.898,22.473,0,0.383,3.754,37.234,50.92,9.879,24.961,0,0.286,3.156,21.215,-44.798,10.16,19.984,0,0.538,5.488,36.973,28.477,10.125,20.559,0,0,0,0,11.039,24.77,1,1,0,0,0,2,0,114.021,351.718,-0.002,101.634,0,0,1220,0.1,25.926,1,s??},
2014-Apr-10_11-14-39,11-14-39.5,-0.003,160.896,-0.001,0.145,-1,0,0,0.656,4.191,43.145,-21.519,6.398,22.473,0,0.946,5.418,58.113,50.905,5.59,24.195,0,0.654,4.781,33.164,-44.908,7.594,20.367,0,0.95,7.109,47.344,28.188,7.453,20.176,0,0,0,0,8.895,24.961,1,1,0,0,0,2,0,130.067,362.609,-0.002,97.864,0,0,1221,0.1,26.065,1,???,
2014-Apr-10_11-14-39,11-14-39.6,-0.003,140.336,0,0.151,-1,0,0,0.649,4.953,32.508,-21.651,7.559,22.855,0,0.951,6.113,49.051,50.496,6.574,24.195,0,0.649,5.246,28.961,-45.307,8.156,20.559,0,0.95,7.711,42.75,27.522,8.086,20.367,0,0,0,0,9.387,24.195,1,1,0,0,0,2,0,132.741,327.457,-0.007,99.806,0,0,1222,0.1,26.203,1,??l,
2014-Apr-10_11-14-39,11-14-39.7,-0.003,140.336,0,0.151,-1,0,0,0.649,4.953,32.508,-21.651,7.559,22.855,0,0.951,6.113,49.051,50.496,6.574,24.195,0,0.649,5.246,28.961,-45.307,8.156,20.559,0,0.95,7.711,42.75,27.522,8.086,20.367,0,0,0,0,9.387,24.195,1,1,0,0,0,2,0,132.741,327.457,-0.007,99.806,0,0,1222,0.1,26.203,1,?i??,
2014-Apr-10_11-14-39,11-14-39.8,-0.003,127.853,-0.001,0.151,-1,0,0,0.65,5.484,27.516,-22.025,8.438,23.047,0,0.951,6.855,46.293,49.836,7.102,24.387,0,0.648,5.516,22.527,-45.964,8.613,20.559,0,0.95,8.246,36.84,26.614,8.789,20.75,0,0,0,0,9.633,24.77,1,1,0,0,0,2,0,135.415,268.458,0.003,98.664,0,0,1223,0.1,26.343,1,e??,
2014-Apr-10_11-14-39,11-14-39.9,-0.003,16.24,0.221,0.081,0.005,0,0,-0.302,-2.93,18.719,-22.434,11.32,22.664,0,-0.139,-1.469,6.641,49.182,11.461,25.344,0,0.139,1.641,0,-46.649,11.777,20.75,0,0.428,4.219,6.246,25.705,11.426,21.516,0,0,0,0,11.637,24.387,1,1,0,0,0,2,0,504.467,196.736,0.003,103.805,0,0,1224,0.1,26.483,1,??,
2014-Apr-10_11-14-40,11-14-40.0,-0.003,152.452,1,0.022,1,0,0,-1,-7.875,65.992,-22.478,7.945,22.855,0,-1,-7.805,62.184,49.094,7.84,25.727,0,0.178,1.551,6.77,-47.092,8.684,20.75,0,0.209,1.867,3.617,25.13,8.965,21.324,0,0,0,0,9.07,24.77,1,1,0,0,0,2,0,1825.564,159.385,0.003,102.891,0,0,1225,0.1,26.618,1,6?,
2014-Apr-10_11-14-40,11-14-40.1,-0.003,130.056,1,0.001,1,0,0,-1,-8.543,52.727,-22.034,8.648,22.473,0,-1,-8.332,53.91,49.418,8.332,25.344,0,0.199,1.754,15.176,-47.187,8.824,20.367,0,0.201,1.82,11.762,24.926,9.316,21.133,0,0,0,0,9.773,25.727,1,1,0,0,0,2,0,1911.142,162.525,0.008,102.434,0,0,1226,0.1,26.757,1,??>?,
2014-Apr-10_11-14-40,11-14-40.2,-0.003,130.056,1,0.001,1,0,0,-1,-8.543,52.727,-22.034,8.648,22.473,0,-1,-8.332,53.91,49.418,8.332,25.344,0,0.199,1.754,15.176,-47.187,8.824,20.367,0,0.201,1.82,11.762,24.926,9.316,21.133,0,0,0,0,9.773,25.727,1,1,0,0,0,2,0,1911.142,162.525,0.008,102.434,0,0,1226,0.1,26.757,1,ao??,
2014-Apr-10_11-14-40,11-14-40.3,-0.003,113.167,1,0.022,1,0,0,-1,-9.176,44.195,-21.167,9.105,22.664,0,-1,-8.754,46.164,50.188,8.684,25.535,0,0.339,2.891,17.934,-47.18,8.613,20.559,0,0.662,3.703,31.719,24.916,8.613,20.367,0,0,0,0,9.492,25.152,1,1,0,0,0,1,0,1913.816,194.469,-0.007,102.206,0,0,1227,0.1,26.897,1,p?`,
2014-Apr-10_11-14-40,11-14-40.5,-0.003,103.254,1,0.31,-0.014,0,0,-1,-9.914,6.77,-20.447,10.02,22.855,0,-0.628,-6.293,0,50.763,9.984,25.344,0,0.628,6.09,8.215,-47.294,9.773,20.75,0,1,9.277,70.191,24.737,9.211,21.516,0,0,0,0,10.512,24.578,1,1,0,0,0,1,0,809.336,226.818,-0.002,100.035,0,0,1228,0.1,27.037,1,????,
2014-Apr-10_11-14-40,11-14-40.6,-0.003,111.698,0.049,0.383,-1,0,0,0.368,1.785,24.102,-20.076,8.824,22.473,0,1,9.594,17.145,50.861,9.492,25.727,0,0.456,4.379,10.445,-47.498,9.738,20.75,0,1,9.313,61.133,24.131,9.316,21.516,0,0,0,0,10.266,25.344,1,1,0,0,0,1,0,459.004,228.171,-0.002,101.406,0,0,1229,0.1,27.177,1,??P,
2014-Apr-10_11-14-40,11-14-40.7,-0.003,68.742,-0.037,0.114,-1,0,0,0.723,7.211,25.809,-20.164,10.125,22.855,0,0.96,9.781,17.539,50.399,10.16,25.344,0,0.64,6.84,8.871,-47.774,10.688,21.133,0,0.842,9.063,6.246,23.483,10.969,21.133,0,0,0,0,11.18,24.961,1,1,0,0,0,1,0,442.958,198.027,0.008,99.007,0,0,1230,0.1,27.317,1,????,
2014-Apr-10_11-14-40,11-14-40.8,-0.003,68.742,-0.037,0.114,-1,0,0,0.723,7.211,25.809,-20.164,10.125,22.855,0,0.96,9.781,17.539,50.399,10.16,25.344,0,0.64,6.84,8.871,-47.774,10.688,21.133,0,0.842,9.063,6.246,23.483,10.969,21.133,0,0,0,0,11.18,24.961,1,1,0,0,0,1,0,442.958,198.027,0.008,99.007,0,0,1230,0.1,27.317,1,?]??,
2014-Apr-10_11-14-40,11-14-40.9,-0.003,43.042,-0.383,0.175,-1,0,0,1,11,19.246,-20.589,11.004,22.664,0,1,11.141,12.547,49.805,11.145,25.727,0,0.152,1.766,0,-48.183,11.531,20.367,0,0.681,7.758,3.355,22.902,11.426,20.941,0,0,0,0,11.566,25.344,1,1,0,0,0,1,0,122.044,148.985,-0.002,97.407,0,0,1231,0.1,27.457,1,m?|?,
2014-Apr-10_11-14-41,11-14-41.0,-0.003,68.742,0.046,1,0.046,0,0,-1,-8.027,28.305,-20.916,10.09,22.664,0,0.759,9.059,4.145,49.154,10.477,25.918,0,-1,-10.125,21.348,-48.054,10.125,21.133,0,1,10.578,9.922,22.308,9,21.324,0,0,0,0,10.934,24.77,1,1,0,0,0,1,0,135.415,101.412,0.003,100.492,0,0,1232,0.1,27.596,1,???,
2014-Apr-10_11-14-41,11-14-41.1,-0.003,88.568,1,1,1,0,0,-1,-10.055,20.426,-20.454,9.949,22.473,0,-0.8,-7.875,30.539,48.925,9.809,25.535,0,-0.8,-8.102,14.781,-47.611,10.125,20.941,0,1,10.262,11.891,21.752,10.336,21.324,0,0,0,0,10.582,25.152,0,1,0,0,0,1,0,119.37,81.618,0.003,99.921,0,0,1233,0.1,27.735,1,:?p?,
2014-Apr-10_11-14-41,11-14-41.2,-0.003,74.249,0.894,1,1,0,0,-1,-10.336,16.488,-19.988,10.371,22.473,0,-0.694,-7.246,7.297,49.305,10.477,25.727,0,-0.906,-9.367,20.426,-47.234,10.336,20.75,0,1,10.508,20.297,21.22,10.371,21.324,0,0,0,0,10.969,24.578,0,1,0,0,0,1,0,180.878,75.132,-0.002,100.263,0,0,1234,0.1,27.874,1,??;?,
2014-Apr-10_11-14-41,11-14-41.3,-0.003,74.249,0.894,1,1,0,0,-1,-10.336,16.488,-19.988,10.371,22.473,0,-0.694,-7.246,7.297,49.305,10.477,25.727,0,-0.906,-9.367,20.426,-47.234,10.336,20.75,0,1,10.508,20.297,21.22,10.371,21.324,0,0,0,0,10.969,24.578,0,1,0,0,0,1,0,180.878,75.132,-0.002,100.263,0,0,1234,0.1,27.874,1,S7??,
2014-Apr-10_11-14-41,11-14-41.4,-0.003,68.742,0.741,1,1,0,0,-1,-10.582,12.023,-19.416,10.688,22.664,0,-0.541,-5.934,7.953,49.644,10.512,25.727,0,-0.966,-9.949,17.668,-46.728,10.301,20.75,0,1,10.367,22.133,20.755,10.477,21.324,0,0,0,0,11.004,24.578,1,1,0,0,0,1,0,231.69,75.336,0.003,100.492,0,0,1235,0.1,28.013,1,6???,
2014-Apr-10_11-14-41,11-14-41.5,-0.003,65.438,0.935,1,1,0,0,-1,-10.723,8.348,-18.797,10.758,22.664,0,-0.735,-7.781,13.336,50.015,10.617,25.344,0,-0.865,-9.242,15.176,-46.256,10.723,20.941,0,1,10.789,17.012,20.23,10.793,21.898,0,0,0,0,11.109,24.77,0,1,0,0,0,1,0,266.455,87.376,-0.002,100.035,0,0,1236,0.1,28.154,1,c%K?,
2014-Apr-10_11-14-41,11-14-41.7,-0.003,57.361,0.623,1,1,0,0,-1,-10.863,5.063,-18.122,10.934,22.855,0,-0.252,-4.488,3.617,50.389,11.109,26.109,0,-1,-10.863,20.164,-45.788,10.934,20.941,0,0.651,7.281,7.691,19.715,11.215,21.324,0,0,0,0,11.426,25.152,1,1,0,0,0,1,0,592.718,108.914,-0.002,101.634,0,0,1237,0.1,28.292,1,L??T,
2014-Apr-10_11-14-41,11-14-41.8,-0.003,57.361,0.623,1,1,0,0,-1,-10.863,5.063,-18.122,10.934,22.855,0,-0.252,-4.488,3.617,50.389,11.109,26.109,0,-1,-10.863,20.164,-45.788,10.934,20.941,0,0.651,7.281,7.691,19.715,11.215,21.324,0,0,0,0,11.426,25.152,1,1,0,0,0,1,0,592.718,108.914,-0.002,101.634,0,0,1237,0.1,28.292,1,???,
2014-Apr-10_11-14-41,11-14-41.9,-0.003,78.655,0.023,1,0.005,0,0,-1,-10.477,2.832,-17.418,10.512,22.855,0,1,10.086,20.82,50.317,10.23,25.727,0,-1,-10.406,12.813,-45.244,10.441,21.133,0,1,10.438,24.758,19.284,10.371,21.324,0,0,0,0,10.934,24.961,1,1,0,0,0,1,0,611.438,133.336,0.003,104.148,0,0,1238,0.1,28.431,1,?B??,
2014-Apr-10_11-14-42,11-14-42.0,-0.003,12.201,-0.114,0.114,-0.157,0,0,0.125,1.438,18.324,-16.824,11.602,22.855,0,0.354,4.215,2.305,49.883,11.777,25.918,0,0,0,0,-44.754,11.988,20.941,0,0.128,1.555,0,18.873,12.059,21.324,0,0,0,0,12.164,25.152,0,1,0,0,0,1,0,614.113,145.156,0.013,101.749,0,0,1239,0.1,28.571,1,???+,
2014-Apr-10_11-14-42,11-14-42.1,-0.003,17.341,-0.039,0.041,-0.265,0,0,0.21,2.383,12.941,-16.861,11.215,22.855,0,0.292,3.324,12.813,49.704,11.426,25.727,0,0.117,1.344,11.496,-44.742,11.531,20.75,0,0.229,2.746,0,18.675,12.023,21.133,0,0,0,0,12.199,24.387,0,1,0,0,0,1,0,515.164,152.59,0.003,104.376,0,0,1240,0.1,28.709,1,a?,
2014-Apr-10_11-14-42,11-14-42.2,-0.003,17.341,-0.039,0.041,-0.265,0,0,0.21,2.383,12.941,-16.861,11.215,22.855,0,0.292,3.324,12.813,49.704,11.426,25.727,0,0.117,1.344,11.496,-44.742,11.531,20.75,0,0.229,2.746,0,18.675,12.023,21.133,0,0,0,0,12.199,24.387,0,1,0,0,0,1,0,515.164,152.59,0.003,104.376,0,0,1240,0.1,28.709,1,g??c,
2014-Apr-10_11-14-42,11-14-42.3,-0.003,16.607,-0.039,0.216,-0.105,0,0,-0.093,-1.105,0,-16.83,11.953,22.855,0,0.34,3.914,12.152,49.572,11.461,25.344,0,-0.126,-1.512,2.961,-44.754,12.023,20.941,0,0.153,1.879,0,18.483,12.27,21.133,0,0,0,0,12.305,24.77,0,1,0,0,0,1,0,429.587,146.211,-0.002,100.492,0,0,1241,0.1,28.849,1,???3,
2014-Apr-10_11-14-42,11-14-42.4,-0.003,16.974,-0.188,0.043,-0.037,0,0,0.145,1.691,7.559,-16.83,11.672,22.664,0,0.231,2.676,7.559,49.459,11.566,25.344,0,-0.252,-2.93,12.152,-44.698,11.531,20.75,0,-0.166,-1.953,12.941,18.414,11.777,21.324,0,0,0,0,12.059,24.77,0,1,0,0,0,1,0,140.764,140.183,-0.002,100.492,0,0,1242,0.1,28.988,1,7?,
